newco,parent,ex_date,size_tier,entry_offset_days,newco_1m,newco_3m,newco_6m,newco_12m,newco_18m,newco_24m,SPY_1m,excess_SPY_1m,SPY_3m,excess_SPY_3m,SPY_6m,excess_SPY_6m,SPY_12m,excess_SPY_12m,SPY_18m,excess_SPY_18m,SPY_24m,excess_SPY_24m,IWM_1m,excess_IWM_1m,IWM_3m,excess_IWM_3m,IWM_6m,excess_IWM_6m,IWM_12m,excess_IWM_12m,IWM_18m,excess_IWM_18m,IWM_24m,excess_IWM_24m,entry_strategy
KD,IBM,2021-10-22,small,21,0.007026981663059484,-0.203783808527766,-0.3335135176375106,-0.4291891665072054,-0.3362162306502059,-0.022702706826699726,0.0037706187377957168,0.003256362925263767,-0.0943978049634665,-0.1093860035642995,-0.1519948098533911,-0.1815187077841195,-0.1317850932701673,-0.2974040732370381,-0.09217613449056272,-0.24404009615964317,0.0040538299965922064,-0.026756536823291932,-0.046523374493868674,0.05355035615692816,-0.16469055857712966,-0.039093249950636344,-0.23855558177758707,-0.09495793585992351,-0.192649733801464,-0.2365394327057414,-0.23238477728829465,-0.10383145336191124,-0.20373468328626143,0.1810319764595617,T+21
WBD,T,2022-01-03,large,21,-0.02889133726903359,-0.2899964077923697,-0.36872520024921585,-0.44312026800693094,-0.47742867504710684,-0.6363308233801399,-0.05505625201991404,0.026164914750880452,-0.05894184338107278,-0.2310545644112969,-0.08767606453227939,-0.28104913571693646,-0.08376578680643254,-0.3593544812004984,0.009025731043542207,-0.48645440609064905,0.1142968074871693,-0.7506276308673092,-0.013310876223174728,-0.015580461045858862,-0.03695042361003642,-0.25304598418233326,-0.0552192187436894,-0.31350598150552644,-0.007455952513768738,-0.4356643154931622,-0.014676137361057662,-0.4627525376860492,-0.009643521367644459,-0.6266873020124955,T+21
EMBC,BDX,2022-03-22,small,21,-0.09254435075125633,-0.13669062116194908,-0.04231243482419633,-0.04481778249507662,-0.47784419011489165,-0.6265115567724695,-0.11055570864563524,0.01801135789437891,-0.09419550394190801,-0.04249511722004107,-0.15880006564018356,0.11648763081598723,-0.04209224624963459,-0.0027255362454420284,-0.01683373281132361,-0.46101045730356804,0.19028408962491228,-0.8167956463973818,-0.10980810658966611,0.017263755838409778,-0.09007554759514746,-0.04661507356680161,-0.13876586501529276,0.09645343019109642,-0.08839292061713655,0.04357513812205993,-0.14581177408275092,-0.33203241603214073,0.02954224990219889,-0.6560538066746684,T+21
ESAB,CFX,2022-03-29,small,21,0.022462797899444942,-0.15728201101377948,-0.24426966418187845,0.1898023901717072,0.3016604414628987,1.0833090985309246,-0.02933522056050375,0.05179801845994869,-0.032819117703708045,-0.12446289331007143,-0.10430086216560075,-0.1399688020162777,-0.012295672994471207,0.2020980631661784,-0.004938291335216505,0.3065987327981152,0.2066001136648299,0.8767089848660947,-0.0147543887199314,0.03721718661937634,-0.0142111332934316,-0.14307087772034788,-0.05229276488912671,-0.19197689929275175,-0.0646299285473132,0.2544323187190204,-0.12316726183147964,0.42482770329437836,0.06186487824977571,1.021444220281149,T+21
RXO,XPO,2022-10-27,small,21,-0.12680581977056093,0.08186189061412041,0.1166399273880867,0.1166399273880867,0.09202778299659453,0.6131620522744137,-0.04425327182802574,-0.08255254794253519,0.0016231210499833004,0.08023876956413711,0.06430964891101687,0.052330278477069836,0.16634236286973691,-0.04970243548165021,0.3627211890157338,-0.27069340601913927,0.5668001873689454,0.04636186490546823,-0.05787060949394074,-0.0689352102766202,0.0409663642631235,0.040895526350996914,-0.03642811881167285,0.15306804619975956,-0.00011882289740905438,0.11675875028549576,0.15668908020203576,-0.06466129720544123,0.36806466701614915,0.24509738525826452,T+21
GEHC,GE,2023-01-03,small,21,0.08535018901626534,0.10771402852566436,0.075110772032563,0.04072836648885314,0.15696443971027674,0.2572054342271277,-0.029535782474707006,0.11488597149097235,-0.024242437666935124,0.1319564661925995,0.08014160090722111,-0.005030828874658111,0.199760484969435,-0.15903211848058185,0.27992836088479267,-0.12296392117451593,0.4958276585553527,-0.238622224328225,-0.04850749135612753,0.13385768037239287,-0.13761213023434493,0.2453261587600093,-0.014591737098220037,0.08970250913078304,-0.017749071584069687,0.05847743807292283,0.05159823600973246,0.10536620370054428,0.18387845754898202,0.0733269766781457,T+21
PHIN,BWA,2023-06-28,small,21,-0.00768103879876425,-0.06033162738935949,0.1082814611294094,0.5801140577808082,0.9675538067853342,0.9101553752010854,-0.030990131249806763,0.023309092451042512,-0.09392202347929579,0.0335903960899363,0.08334428770113655,0.02493717342827284,0.20279497842099037,0.3773190793598178,0.3513433973374973,0.6162104094478369,0.39689231557955895,0.5132630596215264,-0.054930605132493704,0.047249566333729454,-0.16046244404429633,0.10013081665493684,0.02367481446583608,0.08460664666357331,0.1486659428032271,0.43144811497758107,0.1869633446986958,0.7805904620866384,0.1218727991452373,0.7882825760558481,T+21
KVUE,JNJ,2023-05-04,small,21,0.018687907907962042,-0.09332973119051557,-0.1644939232042567,-0.21436841827210928,-0.024099503805109057,-0.08566625983110676,0.03323149196405595,-0.014543584056093906,0.055745099915894825,-0.1490748311064104,0.07703882414168373,-0.24153274734594044,0.2699894718294773,-0.4843578901015866,0.45245909892255365,-0.4765586027276627,0.4425356355071479,-0.5282018953382547,0.02063792512211271,-0.0019500172141506678,0.043253129628263,-0.13658286081877857,0.04848618757673595,-0.21298011078099266,0.15757269031347088,-0.37194110858558016,0.3682841146080551,-0.39238361841316416,0.2182362347344926,-0.30390249456559937,T+21
VLTO,DHR,2023-10-04,small,21,0.07825848166527338,0.07928315988108192,0.38293945892468284,0.46303722481666143,0.3925732560961275,0.4133401118387541,0.06019580702129579,0.018062674643977594,0.1480800465792318,-0.06879688669814987,0.20780909648657464,0.1751303624381082,0.3406892773187764,0.12234794749788502,0.33800056338299944,0.054572692713128035,0.596326871483333,-0.1829867596445789,0.1001942929293489,-0.02193581126407551,0.13406563268009664,-0.054782472799014714,0.21140301561551111,0.17153644330917173,0.311790437158167,0.15124678765849442,0.2053410873085486,0.18723216878757887,0.4481001504000628,-0.034760038561308715,T+21
SOLV,MMM,2024-03-26,small,21,-0.02231927910799636,-0.06792820052659232,0.18389123047828893,0.07148630176370663,0.14701594806237073,,0.05154044546322645,-0.0738597245712228,0.08482079772115148,-0.1527489982477438,0.15770148226975889,0.02618974820853004,0.11496773328333254,-0.04348143151962591,0.38989121081211287,-0.24287526274974214,,,0.0456026257772737,-0.06792190488527006,0.14437042902468744,-0.21229862955127976,0.12522994566894674,0.058661284809342185,0.009457854231059937,0.06202844753264669,0.28881819141086784,-0.14180224334849711,,,T+21
GEV,GE,2024-03-27,small,21,0.16345462888236573,0.12399567121310695,0.9176848114050087,1.4262214184901554,2.784796536810397,,0.0423995466871796,0.12105508219518613,0.07527124564032994,0.04872442557277701,0.1464402021505542,0.7712446092544545,0.10494200401735143,1.321279414472804,0.37750833063174793,2.407288206178649,,,0.03428112590033994,0.1291735029820258,0.12093649125249151,0.0030591799606154435,0.11035525214239339,0.8073295592626153,-0.006381428409082401,1.4326028468992378,0.26573228310539987,2.519064253704997,,,T+21
