signal_type,cik,ticker,company,filed_date,first_trade_date,entry_date,resolved_ticker,has_prices,notes,ret_1m,ret_3m,ret_6m,ret_12m,ret_18m,ret_24m,excess_SPY_1m,excess_SPY_3m,excess_SPY_6m,excess_SPY_12m,excess_SPY_18m,excess_SPY_24m,excess_IWM_1m,excess_IWM_3m,excess_IWM_6m,excess_IWM_12m,excess_IWM_18m,excess_IWM_24m
spinoff,0001988175,,American Carbon Corp  (CIK 0001988175),2023-12-21,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,
spinoff,0001968487,WS,"Worthington Steel, Inc.  (WS)  (CIK 0001968487)",2023-11-14,2023-11-28,2023-12-27,True,True,,-0.04328592292575528,0.1386747166573612,0.06517098344263283,0.03099347357729343,0.04264779082641734,0.13948905270662015,-0.07426099611892545,0.03755377041395258,-0.08416927447897726,-0.23370685394116686,-0.28400320952959524,-0.32696027735130917,-0.016872577907592334,0.10931242078840464,0.06930646322326817,-0.0675616550430076,-0.054665143789722315,-0.09015900581546976
spinoff,0001971543,,Mural Oncology plc  (MURA)  (CIK 0001971543),2023-10-26,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,
spinoff,0001963328,,ReElement Technologies LLC  (CIK 0001963328),2023-10-11,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,
spinoff,0001952976,NLOP,Net Lease Office Properties  (NLOP)  (CIK 0001952976),2023-10-04,2023-10-27,2023-11-27,True,True,,0.20675992753034667,0.6128997368413962,0.4788153859832729,1.0300515424435144,1.0119144990498654,1.1040332895441316,0.15403591984292975,0.4944509756413755,0.31292407916259557,0.6905596207846705,0.6816908720339518,0.5685393954596212,0.05658396518701703,0.4767626457921361,0.34086312200998514,0.6669911370051269,0.8405291702807534,0.6975408231528908
spinoff,0001943705,,Outdoor Products Spinco Inc.  (CIK 0001943705),2023-09-29,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,
spinoff,0001959023,RENX,Safe & Green Development Corp  (SGD)  (CIK 0001959023),2023-09-12,2023-09-19,2023-10-18,True,True,,1.3858269514497459,-0.41653543356754075,-0.45118109789213334,-0.8795275576892629,-0.9534940930912916,-0.9541141702731326,1.339291502958349,-0.5424646159163474,-0.6104110368770577,-1.2567507818835861,-1.2229311402461707,-1.5464968436661042,1.3593899261846603,-0.5436756225655813,-0.585352832611848,-1.2128400654988343,-1.083504173621943,-1.4075653687423284
spinoff,0001959348,,WK Kellogg Co  (KLG)  (CIK 0001959348),2023-09-11,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,
spinoff,0001967649,VSTS,Vestis Corp  (VSTS)  (CIK 0001967649),2023-09-06,2023-09-27,2023-10-26,True,True,,0.1465400273150559,0.4790099144994142,0.28229401863248915,-0.0326739629265681,-0.4015738956229,-0.6478227984943921,0.044903983446566764,0.2833688314250178,0.037065256771409594,-0.4596142155584523,-0.7823405829841701,-1.3382839854284783,0.05765251552484396,0.2596780693889704,0.0564945913334014,-0.4048767671011281,-0.6173078791763253,-1.174533779048898
spinoff,0001967680,VLTO,Veralto Corp  (VLTO)  (CIK 0001967680),2023-08-31,2023-10-04,2023-11-02,True,True,,0.07825849884388925,0.0792831772846263,0.382939652739813,0.46303765572538524,0.3925735617816015,0.4133404220827863,0.018062536841695342,-0.0687969640318482,0.17513030660332873,0.12234847478556743,0.0545729489892095,-0.18298668275382957,-0.021935895750061496,-0.054782560189988505,0.17153670999542925,0.15124709734985387,0.18723236309225189,-0.034759954536525584
spinoff,0001974138,NATL,"NCR Atleos, LLC  (NATL)  (CIK 0001974138)",2023-08-03,2023-10-11,2023-11-09,True,True,,-0.06744485614113094,0.02161694847132134,-0.025075656928248313,0.28188502785693914,0.19325557210936695,0.5810635979985126,-0.13233049497499216,-0.13782254766564606,-0.23438547090570572,-0.11691807464512571,-0.19496351544697332,-0.008020995235517914,-0.18673445090123475,-0.1964177769909985,-0.25691275265439806,-0.18136069636390517,-0.07333523755478888,0.13197700284692204
spinoff,0001968915,PHIN,PHINIA INC.  (PHIN)  (CIK 0001968915),2023-06-09,2023-06-28,2023-07-27,True,True,,0.004830912014139654,-0.027317799831109935,0.12220468152206099,0.6410289225439174,0.9354720924191877,0.9869218588343793,0.03250012381807055,0.046644565449073805,0.036849423545077586,0.4202731488175573,0.5781831541337796,0.552848394678165,0.05598601383720225,0.12445406003620552,0.10311582568394728,0.4818865120884217,0.7452460134057144,0.8268929979605766
