signal_type,cik,ticker,company,filed_date,first_trade_date,entry_date,resolved_ticker,has_prices,notes,ret_1m,ret_3m,ret_6m,ret_12m,ret_18m,ret_24m,excess_SPY_1m,excess_SPY_3m,excess_SPY_6m,excess_SPY_12m,excess_SPY_18m,excess_SPY_24m,excess_IWM_1m,excess_IWM_3m,excess_IWM_6m,excess_IWM_12m,excess_IWM_18m,excess_IWM_24m,newco_start_mcap,size_bucket
spinoff,1974138,NATL,"NCR Atleos, LLC  (NATL)  (CIK 0001974138)",2023-08-03,2023-10-11,2023-11-09,True,True,,-0.0674448561411309,0.0216169484713213,-0.0250756569282483,0.2818850278569391,0.1932555721093669,0.5810635979985126,-0.1323304949749921,-0.137822547665646,-0.2343854709057057,-0.1169180746451257,-0.1949635154469733,-0.0080209952355179,-0.1867344509012347,-0.1964177769909985,-0.256912752654398,-0.1813606963639051,-0.0733352375547888,0.131977002846922,1696288295.0,small ($500M-$2B)
spinoff,1968915,PHIN,PHINIA INC.  (PHIN)  (CIK 0001968915),2023-06-09,2023-06-28,2023-07-27,True,True,,0.0048309120141396,-0.0273177998311099,0.1222046815220609,0.6410289225439174,0.9354720924191876,0.9869218588343792,0.0325001238180705,0.0466445654490738,0.0368494235450775,0.4202731488175573,0.5781831541337796,0.552848394678165,0.0559860138372022,0.1244540600362055,0.1031158256839472,0.4818865120884217,0.7452460134057144,0.8268929979605766,1300803026.6936188,small ($500M-$2B)
spinoff,1965040,FTRE,Fortrea Holdings Inc.  (FTRE)  (CIK 0001965040),2023-06-08,2023-06-16,2023-07-17,True,True,,-0.1790999757131329,-0.110238642663684,-0.0570824905513948,-0.1854425002661416,-0.4620960695369411,-0.8592570292506971,-0.1614663156732453,-0.0707169470021434,-0.1185180819569758,-0.4380601543619856,-0.8013315377950776,-1.2910417407183088,-0.1509980458287279,0.0060484470209047,-0.051186447536644,-0.3493439744642729,-0.6452422926583228,-1.0321287627787512,2814350035.6674194,mid ($2B-$10B)
spinoff,1955520,KNF,Knife River Holding Co  (KNF)  (CIK 0001955520),2023-05-08,2023-06-06,2023-07-05,True,True,,0.0431174266229286,0.1007609604382371,0.4274844678840215,0.6433017846046132,1.3292598370067863,0.8731842256063209,0.0302319147382685,0.1460139056318884,0.3615424044880446,0.3741527317738717,0.9660093283099928,0.4273999883406392,-0.0041425848914184,0.1752403827446617,0.3734054908714597,0.5471997697296793,1.096768749929833,0.638816751548831,2093649676.310196,mid ($2B-$10B)
spinoff,1795815,BCAL,Southern California Bancorp \ CA  (BCAL)  (CIK 0001795815),2023-04-24,2023-04-24,2023-05-23,True,True,,0.0296242828930117,0.0296242828930117,0.0715317268724897,0.0231213796320575,0.2716763674251807,0.0621387295317803,-0.0204351621618978,-0.0442381507425044,-0.0310266161283871,-0.2654306760701492,-0.1919261346280554,-0.3960699111232457,0.0090511740982859,-0.0204517627716456,0.0663273029517137,-0.1378595777990385,-0.0761829669472902,-0.125561384481007,494009380.0050602,nano (<$500M)
spinoff,1964333,BHRB,Burke & Herbert Financial Services Corp.  (BHRB)  (CIK 0001964333),2023-04-21,2023-04-21,2023-05-22,True,True,,-0.0698501265270107,-0.4084457445524335,-0.4254274112273085,-0.3879732651446705,-0.1457963854393578,-0.2658834190566352,-0.1160344153890861,-0.4585606273017563,-0.5179934046310349,-0.6714388576438743,-0.5852459599317072,-0.7161173267254659,-0.1011396796042406,-0.4425476553250828,-0.4389501666973269,-0.5627615487530371,-0.4672191238494605,-0.4605835429118001,1021500753.8725204,small ($500M-$2B)
spinoff,1952073,MSGE,"MSGE Spinco, Inc.  (MSGE)  (CIK 0001952073)",2023-03-30,2023-04-17,2023-05-16,True,True,,0.2111436142758176,0.0045617265302122,-0.0371456916637057,0.207233580721025,0.1668296106268092,0.2362332344897102,0.1322892884645454,-0.0710583789276804,-0.1388777260833117,-0.1001304450457523,-0.3096765872584053,-0.248446522115477,0.1201342169958543,-0.0771347499464791,-0.0807616722443923,-0.0162767021465291,-0.2064412216566242,-0.0081496525524566,1293003040.0,small ($500M-$2B)
spinoff,1953366,STHO,Star Holdings  (STHO)  (CIK 0001953366),2023-03-20,2023-03-28,2023-04-26,True,True,,-0.0703075872004337,-0.0263653526834826,-0.3119899668435045,-0.2642812277146731,-0.1958568628868996,-0.5768989553045842,-0.0957551340648215,-0.1495497154830956,-0.3521009575247419,-0.53943255368941,-0.6577418535775484,-0.9858674603655146,-0.0865280319309598,-0.1609533096876918,-0.2743793994301271,-0.4375403171881082,-0.4985910704651509,-0.7426709758932393,241626660.0,nano (<$500M)
spinoff,1944013,CR,Crane Co  (CR)  (CIK 0001944013),2023-01-24,2023-03-29,2023-04-27,True,True,,0.0425413540611534,0.3049075488866379,0.2983703023331674,1.008249566501279,1.1270273576321528,1.281516000824077,0.0240889154362509,0.1928655263805132,0.2907732933070333,0.753560790496739,0.68924662702127,0.8902596164759378,0.0283197213869823,0.1707875221967196,0.3462337794671771,0.8411211620616033,0.8205029509984261,1.1239712729934994,4083038384.7026367,mid ($2B-$10B)
spinoff,1944558,VTS,"Vitesse Energy, Inc.  (VTS)  (CIK 0001944558)",2022-12-29,2023-01-10,2023-02-08,True,True,,0.1576759418797344,0.1014972311509889,0.4990640029602358,0.338472277450186,0.6585602045827519,0.8376987656733421,0.2179218540034765,0.092303007706002,0.4050069955655073,0.0994180491833929,0.3318609635908862,0.3269538120967943,0.2435000178473607,0.193166174427213,0.5030395109516501,0.2887095321497959,0.5753460003181221,0.6462201022063654,543993655.4767075,small ($500M-$2B)
spinoff,1932393,GEHC,GE Healthcare Holding LLC  (GEHC)  (CIK 0001932393),2022-12-02,2022-12-15,2023-01-13,True,True,,0.1095660140430148,0.2640585163512636,0.2607150865413119,0.1134842643475675,0.2398861658500128,0.2988978660961283,0.0740829656286516,0.2213488700817372,0.1123664044529821,-0.0896981451979355,-0.1769734087390888,-0.2429951202143725,0.0803760085645746,0.3047445908621244,0.2062493261141158,0.0853990267414355,0.0510154950567522,0.0612011055718544,27230605637.111282,large (>$10B)
spinoff,1941365,MBC,"MasterBrand, Inc.  (MBC)  (CIK 0001941365)",2022-11-22,2022-12-09,2023-01-09,True,True,,0.2522875561148505,0.0052287531182189,0.5359476932706684,0.943790810481666,0.9947712468817812,1.036601271827532,0.1935290888450838,-0.05516343728304,0.3773197843221909,0.6964255942815343,0.5197358577548672,0.4953298798420746,0.168860521018294,0.0057142681983208,0.4503209830703454,0.8307549402777559,0.7722023358195595,0.7824926194241164,1275373680.0,small ($500M-$2B)
spinoff,1934850,FGN,"F&G Annuities & Life, Inc.  (FG, FGN)  (CIK 0001934850)",2022-11-10,2023-12-12,2024-01-10,True,True,,0.0053598031471262,0.0175825547178891,0.0500726213348261,0.0521518273904368,,,-0.0463443317334431,-0.0727513527819518,-0.1324482394122272,-0.1834697627968036,,,-0.0164772904653738,-0.0220095888572955,-0.0483366427244218,-0.0745941167215535,,,,unknown
spinoff,1929561,RXO,"RXO, Inc.  (RXO)  (CIK 0001929561)",2022-10-13,2022-10-27,2022-11-25,True,True,,-0.1443569611619748,0.0797900534718452,0.0971128848063505,0.083464578281696,0.0362205019260717,0.5690289021901569,-0.096688336083461,0.0903542538177427,0.0439462716347391,-0.0650744185008107,-0.2926522340526993,0.03674896836823,-0.0820616504372643,0.0611015547718463,0.1435603747546383,0.1088797095058073,-0.0876841808704786,0.233633428010467,3458935662.0,mid ($2B-$10B)
spinoff,1903382,BHM,"Bluerock Homes Trust, Inc.  (BHM)  (CIK 0001903382)",2022-09-23,2022-09-28,2022-10-27,True,True,,-0.0103171662840881,-0.189912050926601,-0.2793272996114392,-0.4860526952156681,-0.3048200440355689,-0.4063539403388641,-0.052240340123866,-0.2489927372977989,-0.3820460610312791,-0.5969855775710549,-0.6519241788360955,-0.977771714882546,-0.0256726988755626,-0.2385611284050879,-0.2663094792193232,-0.4112675412507639,-0.4252770870268575,-0.6780956432190715,74587339.90424919,nano (<$500M)
spinoff,1935979,BHVN,Biohaven Ltd.  (BHVN)  (CIK 0001935979),2022-09-20,2022-09-23,2022-10-24,True,True,,0.0542955293125069,0.3154638583328948,-0.0975945056824241,0.900343591482371,1.678350564250742,2.6316150831554834,-0.0012115752565393,0.2539165026425543,-0.1738664875742477,0.7809012741544075,1.3059409194319251,2.0582292269269487,-0.0106838372167259,0.229699964815119,-0.0939972897874114,0.9414160814598412,1.509311941022929,2.333567091775709,1073382518.7057304,small ($500M-$2B)
spinoff,1788999,XPER,Xperi Inc.  (XPER)  (CIK 0001788999),2022-09-14,2022-09-20,2022-10-19,True,True,,-0.1525157620543643,-0.241352247173784,-0.212264131492492,-0.331761020317536,-0.2484276557448717,-0.2531446697666579,-0.2223663759957094,-0.3205865488108393,-0.3402782308898413,-0.492739178158512,-0.6522123559755977,-0.8827643737924808,-0.218691666288911,-0.3271167681961014,-0.257982359818939,-0.3193171107678607,-0.4339467707146596,-0.5823370185072021,1080305423.0,small ($500M-$2B)
spinoff,1902314,MPTI-RI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",2022-08-19,,,True,False,no price data,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1899883,FIP,FTAI Infrastructure LLC  (FIP)  (CIK 0001899883),2022-07-12,2022-07-20,2022-08-18,True,True,,-0.0522646129467548,-0.0162554900254471,0.1177313195727107,0.2190076571485673,0.5596207423786805,2.3862804877213333,0.0359448453895459,0.0557622857337528,0.1576464032196561,0.1754817973678659,0.3696706083723122,2.036063345097477,0.0402349487129047,0.0527014082267351,0.1373135296589219,0.2769535910906779,0.5398125130544853,2.2702820161109614,322396512.8266406,nano (<$500M)
spinoff,1374339,PMN,ProMIS Neurosciences Inc.  (PMN)  (CIK 0001374339),2022-07-01,2022-07-01,2022-08-01,True,True,,-0.1105769230769231,-0.0544871794871795,-0.1682692307692307,-0.5817307692307692,-0.6666666666666667,-0.7868589743589743,-0.0800002409865179,-0.0054281213436723,-0.1664530132515224,-0.695445232288453,-0.88624261939326,-1.123806137305729,-0.0969000948529121,-0.0380721255395857,-0.2012774513549474,-0.641131950939966,-0.7367493863104413,-0.9368539221240024,1569346275.0,small ($500M-$2B)
spinoff,1803737,EHAB,"Enhabit, Inc.  (EHAB)  (CIK 0001803737)",2022-06-15,2022-06-23,2022-07-22,True,True,,-0.1750535548362722,-0.312098491887642,-0.1911135219579933,-0.2457173489079714,-0.423982866536651,-0.4491434799922399,-0.2212705666180386,-0.2407755625477612,-0.2139765320526212,-0.4172913171042979,-0.682084898344551,-0.8535221561810497,-0.2370555738596657,-0.2585880323785615,-0.2449143522469872,-0.3493085532806054,-0.5336216763593268,-0.7151419545634564,1268081125.0,small ($500M-$2B)
spinoff,1892492,ORBS,"Cryptyde, Inc.  (OCTO)  (CIK 0001892492)",2022-05-13,2022-05-18,2022-06-16,True,True,,-0.8480519480519481,-0.903896103896104,-0.966103896103896,-0.9954285713294884,-0.998597402572632,-0.9986649350996142,-0.9225495004530296,-0.9643521006387956,-1.0377541186364778,-1.2124978261569357,-1.3224996245735876,-1.537797535210249,-0.9382899678256938,-0.995964435674676,-1.0484925804023597,-1.143419311022566,-1.2266125594649702,-1.2553001828445096,751957968615.0,large (>$10B)
spinoff,1710482,JMSB,"John Marshall Bancorp, Inc.  (JMSB)  (CIK 0001710482)",2022-04-18,2022-04-18,2022-05-17,True,True,,0.0715329214891293,0.0145985167459339,0.0273723464023158,-0.3145984511726077,-0.3115165777018779,-0.3753471105805986,0.1735853611855478,-0.0348063437463139,0.0432045319177984,-0.358712884327511,-0.4409734499616183,-0.7146065249972225,0.1717742631332689,-0.0702172151955464,-0.0075432640940218,-0.3004824111395302,-0.2974273749159428,-0.5516012151395694,294942619.0663605,nano (<$500M)
spinoff,1877322,ESAB,ESAB Corp  (ESAB)  (CIK 0001877322),2022-03-17,2022-03-29,2022-04-27,True,True,,0.0512331926067251,-0.1222805688468283,-0.2198703086869723,0.2463066564691896,0.3497178901815947,1.267960284451378,0.0798957887345606,-0.0996430915503875,-0.1431243953276184,0.232630109728841,0.341574674198289,1.0268521961876689,0.0739117839130387,-0.1193921287531859,-0.1850526703174715,0.2940197705786044,0.4614460159619303,1.188532866576539,3001446446.944008,mid ($2B-$10B)
spinoff,1888654,FEAV,"5E Advanced Materials, Inc.  (FEAM, FEAV)  (CIK 0001888654)",2022-03-07,,,True,False,no price data,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1872789,EMBC,Embecta Corp.  (EMBC)  (CIK 0001872789),2022-02-03,2022-03-22,2022-04-20,True,True,,-0.1268871947833626,-0.1317057038790481,-0.0773057868617813,-0.0391901037453287,-0.4874002389136027,-0.633447206745955,-0.0026490059153361,-0.0323211284137775,0.0870661487699597,0.0182096577951594,-0.4575461697240844,-0.8064890985895331,0.000627268066761,-0.0356780978754015,0.0698835532621183,0.0690102439111276,-0.3295986000752058,-0.6444705454790701,2420060547.9669113,mid ($2B-$10B)
spinoff,1876588,,ZimVie Inc.  (ZIMV)  (CIK 0001876588),2022-02-02,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1868275,CEG,Constellation Energy Corp  (CEG)  (CIK 0001868275),2021-12-20,2022-01-19,2022-02-17,True,True,,0.0903419264019003,0.2709065368369945,0.7984301528448159,0.7907093185076195,1.3908585153967454,2.0082394993879125,0.0704118204461177,0.3770476614006933,0.825381343074631,0.8627712120568022,1.36441375869357,1.8102989710567985,0.0692682946597695,0.3917963291170496,0.8265286753024657,0.8456766053913769,1.457981087282889,1.9876679828279955,14692879882.146484,large (>$10B)
spinoff,1870997,,Loyalty Ventures Inc.  (CIK 0001870997),2021-10-14,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1867072,KD,"Kyndryl Holdings, Inc.  (KD)  (CIK 0001867072)",2021-10-12,2021-10-22,2021-11-22,True,True,,0.0070269816630594,-0.203783808527766,-0.3335135176375106,-0.4291891665072054,-0.3362162306502059,-0.0227027068266997,0.0032559450268687,-0.1093863179511916,-0.1815190716073262,-0.2974043746446404,-0.2440403418862398,-0.026756954820006,0.053550216760423,-0.0390933196488888,-0.0949579358599235,-0.236539502403994,-0.1038316624566688,0.1810319764595617,9186973074.0,mid ($2B-$10B)
spinoff,1860782,,"2seventy bio, Inc.  (TSVT)  (CIK 0001860782)",2021-10-08,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1866633,CCSI,"Consensus Cloud Solutions, Inc.  (CCSI)  (CIK 0001866633)",2021-09-21,2021-09-30,2021-10-29,True,True,,-0.0108953485150208,-0.1046897343505859,-0.1468498781441284,-0.1135323264412182,-0.4193905037954218,-0.6715616826832145,-0.0028604375638751,-0.0877939774678415,-0.0553492326085035,0.0327841336144624,-0.3288825495410791,-0.6205218839840125,0.0324284659778617,0.0101915341620903,0.0295317023082276,0.0722186344314395,-0.1911524307518899,-0.4180963334839351,672300174.2041969,small ($500M-$2B)
spinoff,1856485,SLVM,Sylvamo Corp  (SLVM)  (CIK 0001856485),2021-08-23,2021-09-23,2021-10-22,True,True,,0.1664256172820439,0.0390737062867945,0.5036178256599064,0.6854542590453363,0.6463295115487493,0.5806282779112795,0.1345357447928148,0.0649712732408035,0.5516593681466122,0.8366655805608498,0.7328020383489091,0.6304583127468661,0.1474290754277984,0.1501848647460911,0.6469226016453423,0.9129630482298364,0.8766171183955526,0.8398652046096832,887748504.8814316,small ($500M-$2B)
spinoff,1822993,JXN-PA,"Jackson Financial Inc.  (JXN, JXN-PA)  (CIK 0001822993)",2021-08-05,2023-03-07,2023-04-05,True,True,,0.0082612203149325,0.0548517702607835,0.0641093036190696,,,,-0.0040791382392082,-0.0250770420660682,0.0150912968630252,,,,0.0035385900254496,-0.0119081752838308,0.0698629685053192,,,,,unknown
spinoff,1852244,GXO,"GXO Logistics, Inc.  (GXO)  (CIK 0001852244)",2021-07-20,2021-07-22,2021-08-20,True,True,,0.0821543666572994,0.3441920258621116,0.053990861362074,-0.4153147637541491,-0.3608046976076478,-0.1940299024724782,0.1009671246078794,0.2813200508876106,0.0679941368317154,-0.36088254059616,-0.2804424933980192,-0.2240427979354863,0.0728744098816314,0.2511541770603795,0.1228379975320994,-0.3093470488062304,-0.2508219094668578,-0.0795571327342009,6251890055.5,mid ($2B-$10B)
spinoff,1856437,VSCO,Victoria's Secret & Co.  (VSCO)  (CIK 0001856437),2021-07-09,2021-07-21,2021-08-19,True,True,,-0.1275487997136687,-0.2695589702535265,-0.1570498969011198,-0.4237165929894085,-0.4277657437214166,-0.7282718654967011,-0.1174784960992865,-0.3372617855300782,-0.1573693881082256,-0.3970762832983998,-0.3560003182379835,-0.7550445622742232,-0.1523200402997556,-0.3857926238664734,-0.1121437920052468,-0.3519737608327881,-0.3303607186924296,-0.6192574019686844,3419848010.0,mid ($2B-$10B)
spinoff,1834488,NABL,"N-able, Inc.  (NABL)  (CIK 0001834488)",2021-06-15,2021-07-19,2021-08-17,True,True,,0.0606725076893475,-0.0387427393875849,-0.1381579167514841,-0.2448830633579931,-0.2624269058846166,-0.0402046914082869,0.0536235394848463,-0.0947905703044693,-0.1495565370146254,-0.2193810791556266,-0.2030971061179417,-0.0534815305085667,0.0339164320135958,-0.1444391425300459,-0.0961619889368768,-0.1678335965914906,-0.1708031837203124,0.0832803854052152,3014052640.0,mid ($2B-$10B)
spinoff,1842022,DTM,"DT Midstream, Inc.  (DTM)  (CIK 0001842022)",2021-05-26,2021-07-01,2021-07-30,True,True,,0.101414991440377,0.1526487998689576,0.2198386644447765,0.3742550576552652,0.3867501521225975,0.3477311062297863,0.0701272948051467,0.104124758912949,0.2052130569723889,0.4241962432916375,0.4384168512204703,0.289636863917579,0.0813743537697326,0.1175841698494815,0.3311872011771634,0.5184088578637669,0.5026539921809341,0.4410466308093477,3491639673.1195908,mid ($2B-$10B)
spinoff,1603923,WFRD,Weatherford International plc  (WFRD)  (CIK 0001603923),2021-05-26,2021-05-26,2021-06-24,True,True,,-0.0875527528458629,-0.0796412445390113,0.437763661060399,0.1787974053430356,1.559071941954692,2.4688814694389944,-0.1250026336937676,-0.1255124070505175,0.3301732837843756,0.2481313219553391,1.642817803425681,2.4112590488491445,-0.0370978344279807,-0.0491096814409343,0.482058292125352,0.4156541979961565,1.794999860605561,2.656631105200364,790218201.7464371,small ($500M-$2B)
spinoff,1821825,OGN,Organon & Co.  (OGN)  (CIK 0001821825),2021-04-29,2021-05-14,2021-06-14,True,True,,-0.031043763279642,0.1264887939345278,-0.0344451112240932,0.167428524154247,-0.0388712470106817,-0.2758235114530208,-0.060219071912511,0.0729192066482489,-0.1485708515826248,0.2740109555651953,0.0026243283179895,-0.3350284520990979,0.021549140300993,0.1617239131664317,0.0107620964543994,0.4228051078314404,0.1663904836711229,-0.1024711875390332,7064761025.858498,mid ($2B-$10B)
spinoff,1811074,TPL,Texas Pacific Land Corp  (TPL)  (CIK 0001811074),2020-12-28,2020-12-28,2021-01-26,True,True,,0.3348902193891867,0.9308635859381178,0.7397451654918121,0.2646483936992765,1.250408121940402,1.581495844700287,0.3386944623953946,0.8394139846840791,0.5883633193619875,0.1175068375590602,1.1836550089236864,1.4954874777231455,0.3099957584484694,0.8578227685602418,0.7160379332351616,0.3236004439568714,1.3783873960779751,1.6761943073614534,4993001263.90242,mid ($2B-$10B)
spinoff,1820877,,Apartment Income REIT Corp.  (CIK 0001820877),2020-11-24,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1821393,,"Aaron's Company, Inc.  (AAN)  (CIK 0001821393)",2020-11-18,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1803599,CNXC,Concentrix Corp  (CNXC)  (CIK 0001803599),2020-11-04,2020-11-24,2020-12-23,True,True,,0.2094159966393318,0.496382129314898,0.6243756859084386,0.8077103367230365,0.5107101156882816,0.331651740527016,0.1652883071025446,0.4155622706996624,0.4561424425180402,0.5103439211563536,0.4314615160021231,0.2589065011035605,0.1383103482852903,0.3864853189385038,0.4540111829169371,0.6821428541962498,0.6157437463079891,0.4348477309402365,4521656926.329895,mid ($2B-$10B)
spinoff,1786842,VNT,Vontier Corp  (VNT)  (CIK 0001786842),2020-09-21,2020-09-24,2020-10-23,True,True,,0.0498514942485492,0.1251237974476371,0.0462199958142881,0.1306674661875171,-0.1507510767714688,-0.3657294754404866,0.0160726233851842,0.0104671401816038,-0.1703715682938835,-0.2053472104922316,-0.3791604757037745,-0.5116861383333803,-0.0589976780835745,-0.1869853904972205,-0.361726719707083,-0.2905999690234873,-0.318871342217941,-0.4829760667419321,4714744413.405815,mid ($2B-$10B)
spinoff,1320350,LNSR,"LENSAR, Inc.  (LNSR)  (CIK 0001320350)",2020-09-14,2020-10-02,2020-11-02,True,True,,-0.1226215478577662,-0.209302326753619,-0.247357309001264,-0.2293868993174977,-0.237843550837948,-0.4894291855994372,-0.233433333048192,-0.3706521807508097,-0.5159511316586985,-0.6479410806768354,-0.5642792717153527,-0.6581243448146832,-0.2963476419951628,-0.588577060038809,-0.6817915249291541,-0.7484006141058636,-0.4979508049805811,-0.6541965754176085,108860679.0,nano (<$500M)
spinoff,1809766,,Nielsen SpinCo B.V.  (CIK 0001809766),2020-09-04,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1808997,AOUT,"American Outdoor Brands, Inc.  (AOUT)  (CIK 0001808997)",2020-07-13,2020-08-21,2020-09-21,True,True,,0.1953065795802953,0.3512490787224576,0.9242997731179208,0.9015897628079867,0.0855412650399529,-0.366389109660201,0.1451181450219107,0.2173417323421833,0.7240624553225095,0.5567005530651701,-0.318093211184469,-0.5545634944412534,0.1043604500097628,0.0214998411233675,0.4466947742465839,0.4158402419365703,-0.3403798126342041,-0.5768596736819598,195234280.0,nano (<$500M)
spinoff,1795250,SPHR,"MSG ENTERTAINMENT SPINCO, INC.  (SPHR)  (CIK 0001795250)",2020-04-01,2020-04-09,2020-05-08,True,True,,0.0102757100256065,-0.1389724372769575,-0.1154135857372051,0.1434836362567553,-0.0046366336803762,-0.2195488635429838,-0.0866672079136523,-0.2880706337152433,-0.323146496220277,-0.3085828900047342,-0.6430278001422476,-0.6211319637001904,-0.1249616163916957,-0.3228504531400372,-0.3703122790922342,-0.5364096255140862,-0.8623148588160976,-0.5699292853714133,1170677258.3475037,small ($500M-$2B)
spinoff,1783180,CARR,Carrier Global Corp  (CARR)  (CIK 0001783180),2020-03-11,2020-03-19,2020-04-17,True,True,,0.2772922085179032,0.934311436970528,1.3813653986925545,2.22237225745686,2.945545090616704,2.064782872596068,0.2481268781245449,0.8069892313916407,1.158834631976861,1.7506012410193372,2.3548448810867324,1.4919063194642777,0.1902859676164288,0.7292830869421145,1.0383963544169148,1.383555393574603,2.0698121377191048,1.4102299921119517,9270984567.51287,mid ($2B-$10B)
spinoff,1781335,OTIS,Otis Worldwide Corp  (OTIS)  (CIK 0001781335),2020-03-11,2020-03-19,2020-04-17,True,True,,0.1295772707014257,0.2734781719029162,0.4226396911137702,0.5592889887621755,0.8568705729189978,0.6350261909676946,0.1004119403080674,0.1461559663240288,0.2001089243980769,0.0875179723246528,0.2661703633890266,0.0621496378359043,0.0425710297999513,0.0684498218745026,0.0796706468381307,-0.2795278751200813,-0.0188623799786009,-0.0195266895164216,16079559987.173779,large (>$10B)
spinoff,1790982,,Arconic Rolled Products Corp  (CIK 0001790982),2020-02-13,,,False,False,unresolved ticker,,,,,,,,,,,,,,,,,,,,unknown
spinoff,1784254,MDIA,Mediaco Holding Inc.  (MDIA)  (CIK 0001784254),2019-11-22,2020-01-06,2020-02-04,True,True,,-0.078003121981643,-0.4914196461674789,-0.1709827993451337,-0.4461778413692918,-0.0483619267018697,-0.1404055600552982,0.0028333667846367,-0.3662537220829739,-0.1843598324479526,-0.6282752111021408,-0.4162288147900834,-0.5751020011815768,0.0279021550064766,-0.2630390138982736,-0.0927824879423091,-0.7650120289208033,-0.3955022327755657,-0.3915234913927865,146531774.00475955,nano (<$500M)
